sha,date,author,dependabot,category,title,url
0599cc2516b47ea3499f407f7e419ce0b29a3e11,2026-09-18T18:11:37Z,mikebridge,False,fix,fix(mcp): accept a time grain in get_table on semantic views (#44270),https://github.com/apache/superset/commit/0599cc2516b47ea3499f407f7e419ce0b29a3e11
16090803bbcc74699e73583d8fb7ef720c362ad2,2026-09-18T18:01:05Z,dependabot[bot],True,dependency,chore(deps): bump @googleapis/sheets from 14.0.0 to 17.0.0 in /superset-frontend (#44420),https://github.com/apache/superset/commit/16090803bbcc74699e73583d8fb7ef720c362ad2
79af673bca50b4bbcb7882fe131b305abd952be0,2026-09-18T17:23:27Z,dependabot[bot],True,dependency,chore(deps-dev): bump webpack-bundle-analyzer from 5.3.2 to 5.3.3 in /superset-frontend (#44422),https://github.com/apache/superset/commit/79af673bca50b4bbcb7882fe131b305abd952be0
282bcb0edd845a31aa4010cc412886312ab3453c,2026-09-18T17:23:16Z,dependabot[bot],True,dependency,chore(deps-dev): bump baseline-browser-mapping from 2.11.21 to 2.11.22 in /superset-frontend (#44421),https://github.com/apache/superset/commit/282bcb0edd845a31aa4010cc412886312ab3453c
4f1a34446df8450fb157bbc44b60ddb985cfccf1,2026-09-18T17:22:53Z,dependabot[bot],True,dependency,chore(deps): bump zod from 4.6.1 to 4.6.2 in /superset-frontend (#44419),https://github.com/apache/superset/commit/4f1a34446df8450fb157bbc44b60ddb985cfccf1
9bb5a95976a856f92792d3e933a8f5839a21345b,2026-09-18T17:21:01Z,dependabot[bot],True,dependency,chore(deps-dev): bump the babel group in /superset-embedded-sdk with 3 updates (#44417),https://github.com/apache/superset/commit/9bb5a95976a856f92792d3e933a8f5839a21345b
b8f5b20928523b514c1a50683bd625b42001d4aa,2026-09-18T16:54:57Z,SEPURI-SAI-KRISHNA,False,other,test(frontend): await userEvent calls missed by the user-event v14 migration (#44335),https://github.com/apache/superset/commit/b8f5b20928523b514c1a50683bd625b42001d4aa
b5ad396416565c0bbb270ca12bd07bd8460fc41a,2026-09-18T16:17:21Z,sadpandajoe,False,fix,"fix(query): resolve sub-day ""Last <unit>"" time_range shorthand (#44254)",https://github.com/apache/superset/commit/b5ad396416565c0bbb270ca12bd07bd8460fc41a
a7dab4a5519cfc1cbfd2e2e1c83622cc1110ccde,2026-09-18T10:23:47Z,aminghadersohi,False,fix,fix(presto): require PyHive 0.7 for SQLAlchemy 2 (#44285),https://github.com/apache/superset/commit/a7dab4a5519cfc1cbfd2e2e1c83622cc1110ccde
bd786e2bea2171d517d612babed8ca6a52c97401,2026-09-18T05:57:27Z,mikebridge,False,feature,feat(versioning): render the starting version as the oldest history row for charts and dashboards (#44258),https://github.com/apache/superset/commit/bd786e2bea2171d517d612babed8ca6a52c97401
394bca55c792b7b3547e23f6e175a7cb0f0757e8,2026-09-18T02:26:09Z,aminghadersohi,False,fix,fix(mcp): preserve dashboard filter values for restricted users (#44107),https://github.com/apache/superset/commit/394bca55c792b7b3547e23f6e175a7cb0f0757e8
fc80a14850e69b09795c3771e9621eba79b9a070,2026-09-18T02:24:57Z,aminghadersohi,False,feature,feat(mcp): apply native dashboard filters from an MCP client (#44096),https://github.com/apache/superset/commit/fc80a14850e69b09795c3771e9621eba79b9a070
560828d620ad707c7185c2e7cc64b82febc36f1a,2026-09-18T00:45:50Z,mikebridge,False,fix,"fix(dashboard): resolve display-control and drill datasources by type, not id alone (#42539)",https://github.com/apache/superset/commit/560828d620ad707c7185c2e7cc64b82febc36f1a
20d7a3e9aeade64893e18d79d4ea1b33ed539727,2026-09-18T00:45:33Z,mikebridge,False,fix,fix(table): preserve semantic temporal column references (#44369),https://github.com/apache/superset/commit/20d7a3e9aeade64893e18d79d4ea1b33ed539727
944e92dd5786d34ccd7c5c699bdb605f88fcefd6,2026-09-18T00:45:15Z,mikebridge,False,feature,feat(soft-delete): translate unique collisions with soft-deleted rows into restore guidance (#44184),https://github.com/apache/superset/commit/944e92dd5786d34ccd7c5c699bdb605f88fcefd6
f1dc56607e200c3107121dee8c03746951164427,2026-09-18T00:45:05Z,mikebridge,False,fix,fix(i18n): make module-level error constants lazy gettext (#44180),https://github.com/apache/superset/commit/f1dc56607e200c3107121dee8c03746951164427
22ae4405d4eb033a3c477e898c6431cb6b488dca,2026-09-17T22:06:02Z,mikebridge,False,fix,fix(explore): anchor the add column/metric/filter popovers to their trigger (#44274),https://github.com/apache/superset/commit/22ae4405d4eb033a3c477e898c6431cb6b488dca
795cdf2bf156edcf840ce0391853a110b64c147f,2026-09-17T22:05:40Z,mikebridge,False,fix,fix(mcp): include semantic views in get_dashboard_datasets (#44269),https://github.com/apache/superset/commit/795cdf2bf156edcf840ce0391853a110b64c147f
30e5745cd7493adafe5bb468ea31f560e06bd422,2026-09-17T22:05:16Z,mikebridge,False,fix,fix(mcp): return a structured Unsupported marker for semantic-view get_chart_sql (#44267),https://github.com/apache/superset/commit/30e5745cd7493adafe5bb468ea31f560e06bd422
da1cac85f4d5cf63aa56e1e0bb187ca78f1e5611,2026-09-17T22:04:45Z,mikebridge,False,fix,fix(versioning): refuse a version restore whose child history was pruned (sc-120012) (#44251),https://github.com/apache/superset/commit/da1cac85f4d5cf63aa56e1e0bb187ca78f1e5611
3abc3588fab09aef66dfa1138d8ab1e93ede8ad5,2026-09-17T22:02:59Z,eschutho,False,fix,fix(sqla): guard unprotected Jinja template rendering in ExploreMixin (#44172),https://github.com/apache/superset/commit/3abc3588fab09aef66dfa1138d8ab1e93ede8ad5
6b80fa7ec29cc3961b8a4eab4c2570d21126e191,2026-09-17T21:51:59Z,sadpandajoe,False,fix,fix(mypy): narrow chart.uuid before RestoreChartVersionCommand in restore tests (#44394),https://github.com/apache/superset/commit/6b80fa7ec29cc3961b8a4eab4c2570d21126e191
678bfae88599a0b24b80b9482055045eb2565523,2026-09-17T21:51:47Z,sadpandajoe,False,fix,fix(charts): align week-grain time comparison offsets to whole weeks (#43936),https://github.com/apache/superset/commit/678bfae88599a0b24b80b9482055045eb2565523
00c2f22fae2f8254b7bd69c7170c458d138ebfce,2026-09-17T21:45:16Z,sadpandajoe,False,fix,fix(dashboard): make system default/dark themes assignable to a dashboard (#44361),https://github.com/apache/superset/commit/00c2f22fae2f8254b7bd69c7170c458d138ebfce
4c3a890d8b61e5929c6d2936c708909f8188e68e,2026-09-17T21:18:46Z,aminghadersohi,False,dependency,chore(deps): bump flask-appbuilder from 5.2.2 to 5.2.3 (#44400),https://github.com/apache/superset/commit/4c3a890d8b61e5929c6d2936c708909f8188e68e
77dbaafc2afaedad6329f0ecec2ce8c38fb67c70,2026-09-17T19:03:19Z,mikebridge,False,other,chore(versioning): write-path latency metric for the capture finalizer (#44009),https://github.com/apache/superset/commit/77dbaafc2afaedad6329f0ecec2ce8c38fb67c70
fc71d0f9e8177a572d52ca505eaa55174e70b324,2026-09-17T19:01:27Z,mikebridge,False,fix,fix(dataset): lock the If-Match validator's transaction-id read (#44091),https://github.com/apache/superset/commit/fc71d0f9e8177a572d52ca505eaa55174e70b324
c426186a2e664301dfa64400bc4a9ac1ec35b784,2026-09-17T18:27:47Z,mikebridge,False,fix,fix(versioning): scope stream_results to the activity SELECTs instead of mutating the session connection (#44261),https://github.com/apache/superset/commit/c426186a2e664301dfa64400bc4a9ac1ec35b784
e8e10fb85c01551793e10c2be21a874d0213a2dc,2026-09-17T18:06:19Z,rusackas,False,fix,fix(charts): don't auto-migrate table charts to ag-grid-table on import unless enabled (#44151),https://github.com/apache/superset/commit/e8e10fb85c01551793e10c2be21a874d0213a2dc
2ad0053642e68953fb6e58c54a8583b9f93a781a,2026-09-17T17:13:14Z,dependabot[bot],True,dependency,chore(deps-dev): bump react-refresh from 0.18.0 to 0.19.0 in /superset-frontend (#44381),https://github.com/apache/superset/commit/2ad0053642e68953fb6e58c54a8583b9f93a781a
8f4a70cfdf4fc2f88e30ab8abfe37a35c1e0b48a,2026-09-17T17:12:51Z,dependabot[bot],True,dependency,chore(deps-dev): bump minimizer-webpack-plugin from 5.10.0 to 5.10.1 in /superset-frontend (#44380),https://github.com/apache/superset/commit/8f4a70cfdf4fc2f88e30ab8abfe37a35c1e0b48a
ca0f5cfa8e67045ceb916fb5a13aee9411c3e5a4,2026-09-17T17:12:26Z,dependabot[bot],True,dependency,chore(deps-dev): bump @types/node from 26.5.0 to 26.5.1 in /superset-frontend (#44379),https://github.com/apache/superset/commit/ca0f5cfa8e67045ceb916fb5a13aee9411c3e5a4
c28a8942b7e60b4eeed78a7cdb580aa28ebe5ac6,2026-09-17T17:12:00Z,dependabot[bot],True,dependency,chore(deps): bump the rjsf group in /superset-frontend with 3 updates (#44378),https://github.com/apache/superset/commit/c28a8942b7e60b4eeed78a7cdb580aa28ebe5ac6
66e64cc7d895800be1a5bbee4380650c85eebce7,2026-09-17T17:05:38Z,sadpandajoe,False,fix,fix(time-format): stop reading short digit-only strings as epoch offsets (#44352),https://github.com/apache/superset/commit/66e64cc7d895800be1a5bbee4380650c85eebce7
35768da1fdb6e3e189e514b67021bece5fd0ace0,2026-09-17T16:15:59Z,gabotorresruiz,False,fix,fix(dashboard): keep Save enabled when the properties modal name is set (#44356),https://github.com/apache/superset/commit/35768da1fdb6e3e189e514b67021bece5fd0ace0
91c917e199c40b5cfffcf793fff064343af4ce64,2026-09-17T15:32:50Z,geido,False,feature,feat(ci): flag chart metadata changes via labeler (#33180),https://github.com/apache/superset/commit/91c917e199c40b5cfffcf793fff064343af4ce64
dedfe23a805151decca6deaf15b032e040e42e82,2026-09-17T14:55:54Z,dependabot[bot],True,dependency,chore(deps-dev): bump @types/node from 26.5.0 to 26.5.1 in /superset-embedded-sdk (#44375),https://github.com/apache/superset/commit/dedfe23a805151decca6deaf15b032e040e42e82
68433b08b5ba4ee981c003d74c70280c10aebc9c,2026-09-17T14:55:44Z,dependabot[bot],True,dependency,chore(deps): bump astral-sh/setup-uv from 10.0.1 to 10.1.0 (#44377),https://github.com/apache/superset/commit/68433b08b5ba4ee981c003d74c70280c10aebc9c
bb5d138c50e60fcac7728488ebca4ce007ea3279,2026-09-17T14:55:15Z,dependabot[bot],True,dependency,chore(deps): bump apache/infrastructure-actions/allowlist-check from 1.0.2 to 1.0.3 (#44376),https://github.com/apache/superset/commit/bb5d138c50e60fcac7728488ebca4ce007ea3279
5576b73646a52d0c8c8dcb6bc989c4bfbd16ee7f,2026-09-17T14:43:10Z,dependabot[bot],True,dependency,chore(deps-dev): bump @types/node from 26.5.0 to 26.5.1 in /superset-websocket (#44374),https://github.com/apache/superset/commit/5576b73646a52d0c8c8dcb6bc989c4bfbd16ee7f
a68503b84af58644653b794fcb06ebf03a026ea8,2026-09-17T14:42:37Z,dependabot[bot],True,dependency,chore(deps): bump zod from 4.5.4 to 4.6.1 in /superset-frontend (#44383),https://github.com/apache/superset/commit/a68503b84af58644653b794fcb06ebf03a026ea8
2ef8e0c1dee94d371d395efe71b5f1cac9ff8d1c,2026-09-17T11:47:10Z,mikebridge,False,fix,fix(dashboard): require published for the read-gate's datasource fallback (#44093),https://github.com/apache/superset/commit/2ef8e0c1dee94d371d395efe71b5f1cac9ff8d1c
4c77b0b924a9bd770110915eacd68f5619e8241d,2026-09-17T00:00:34Z,aminghadersohi,False,fix,fix(migrations): merge theme editors and purge audit heads (#44364),https://github.com/apache/superset/commit/4c77b0b924a9bd770110915eacd68f5619e8241d
fe7391e85ee3701cd6ba59a8fcbe53443a82bb74,2026-09-16T23:55:57Z,kokhlo,False,fix,fix(sqla): run column metadata probe statement exactly once (#44242),https://github.com/apache/superset/commit/fe7391e85ee3701cd6ba59a8fcbe53443a82bb74
82df1ffa61a8e38e67bf3d6adadbd5ebb9c5a08e,2026-09-16T23:53:56Z,sha174n,False,fix,fix(jinja): escape current_username/current_user_email like sibling macros (#44081),https://github.com/apache/superset/commit/82df1ffa61a8e38e67bf3d6adadbd5ebb9c5a08e
3d17fba3624affdb0013e96bfc3e9401649cf775,2026-09-16T23:53:43Z,sha174n,False,fix,fix(db): honor connect_args returned by adjust_engine_params (#44078),https://github.com/apache/superset/commit/3d17fba3624affdb0013e96bfc3e9401649cf775
ea8aac12739a2390dcd21f34e71701f4afcd3885,2026-09-16T23:53:22Z,sha174n,False,fix,fix(mcp): bound chart_ids length in the generate-dashboard request (#44071),https://github.com/apache/superset/commit/ea8aac12739a2390dcd21f34e71701f4afcd3885
7ee33df647386892f57385bf91631307b5ea35cc,2026-09-16T23:52:49Z,sha174n,False,fix,fix(rls): match the RLS predicate lookup on case-normalized table identifiers (#43993),https://github.com/apache/superset/commit/7ee33df647386892f57385bf91631307b5ea35cc
187e7d4d804555f2f7cd76ad49889a99493b91a7,2026-09-16T23:52:26Z,Ujjwaljain16,False,fix,fix(security): handle self-referential catalog qualifiers (#43974),https://github.com/apache/superset/commit/187e7d4d804555f2f7cd76ad49889a99493b91a7
f5c710d162547e9258750714b145c911487cfcf7,2026-09-16T23:51:23Z,FrancescoCastaldi,False,other,refactor(explore): move optional icons outside label element (#43584),https://github.com/apache/superset/commit/f5c710d162547e9258750714b145c911487cfcf7
181e9ad3e2b0497fa3369a9a7c853633e948934a,2026-09-16T23:50:56Z,n4uu,False,fix,fix(themes): render brand spinner SVG via <img> data URI (#43504),https://github.com/apache/superset/commit/181e9ad3e2b0497fa3369a9a7c853633e948934a
461fdaa5b95d7901a1e479226d8f36175313a556,2026-09-16T23:26:29Z,daviddallakyan2005,False,dependency,feat(native-filters): drive cascade dependencies from chart metadata (#43223),https://github.com/apache/superset/commit/461fdaa5b95d7901a1e479226d8f36175313a556
baccb68d3b484532bc7962d9ed30c436352f36f8,2026-09-16T23:26:08Z,SEPURI-SAI-KRISHNA,False,fix,fix(chart): include Decimal metrics in contribution totals (#43222),https://github.com/apache/superset/commit/baccb68d3b484532bc7962d9ed30c436352f36f8
175c2f1f1cbca1180334806ff3f83338cbe8794a,2026-09-16T23:25:40Z,SEPURI-SAI-KRISHNA,False,fix,fix(api): align sort and prophet option schemas with their operations (#43206),https://github.com/apache/superset/commit/175c2f1f1cbca1180334806ff3f83338cbe8794a
f47f1ced19b3b63e92487f794744b7654b0f6efa,2026-09-16T23:25:04Z,mikebridge,False,feature,feat(semantic layers): derive Explore picker modes from declared semantic view features (#42540),https://github.com/apache/superset/commit/f47f1ced19b3b63e92487f794744b7654b0f6efa
7b6dd7597c4af49f7f0571b7b33dd247f382218b,2026-09-16T22:32:44Z,dependabot[bot],True,dependency,chore(deps-dev): bump oxfmt from 0.66.0 to 0.67.0 in /superset-frontend (#44297),https://github.com/apache/superset/commit/7b6dd7597c4af49f7f0571b7b33dd247f382218b
c417e3b6ccf684505407fced01d3f2e227449f20,2026-09-16T22:32:40Z,dependabot[bot],True,dependency,chore(deps-dev): bump yeoman-test from 11.8.1 to 11.8.2 in /superset-frontend (#44302),https://github.com/apache/superset/commit/c417e3b6ccf684505407fced01d3f2e227449f20
2884e4815bd837c2c23a89840099c7dcd9bdb925,2026-09-16T22:03:33Z,eschutho,False,fix,fix(datasets): catch MultipleResultsFound in get_or_create's schema-scoped lookup (#43725),https://github.com/apache/superset/commit/2884e4815bd837c2c23a89840099c7dcd9bdb925
40f5ab8d0c68cb83dd88ae3a8729512f9bef144e,2026-09-16T22:03:29Z,eschutho,False,fix,fix(mcp): downgrade synthetic tool ToolError log level to WARNING (SC-120340) (#44171),https://github.com/apache/superset/commit/40f5ab8d0c68cb83dd88ae3a8729512f9bef144e
91c1135c054d76edad336d664984e886e9d3aafb,2026-09-16T21:04:15Z,daviddallakyan2005,False,fix,fix(histogram): compare groupby membership using column labels (#43219),https://github.com/apache/superset/commit/91c1135c054d76edad336d664984e886e9d3aafb
22cef7ef007bbf00c69fd63443c0987e8f87ba40,2026-09-16T21:03:43Z,SEPURI-SAI-KRISHNA,False,fix,fix(chart-data): keep non-numeric columns out of contribution post-processing (#43203),https://github.com/apache/superset/commit/22cef7ef007bbf00c69fd63443c0987e8f87ba40
dca54da2421e5b1eec018c470c9ca78d39ce7ad1,2026-09-16T20:50:51Z,yousoph,False,feature,feat(themes): add per-theme editors (Subject model) (#42404),https://github.com/apache/superset/commit/dca54da2421e5b1eec018c470c9ca78d39ce7ad1
637e19f0ca384e111b55e5727e07697d39f49c1c,2026-09-16T19:33:04Z,gabotorresruiz,False,fix,fix(embedded): report content height independent of iframe height (#44313),https://github.com/apache/superset/commit/637e19f0ca384e111b55e5727e07697d39f49c1c
bd76e097a2d4e2692f9380fd5d9881cb947fd766,2026-09-16T18:41:03Z,sadpandajoe,False,other,ci: pin codeql-action init to the same version as analyze (#44354),https://github.com/apache/superset/commit/bd76e097a2d4e2692f9380fd5d9881cb947fd766
a01f5076195479b641f2b4da30c6ae5d4f414cc2,2026-09-16T16:09:57Z,dependabot[bot],True,dependency,chore(deps-dev): bump @types/node from 26.4.1 to 26.5.0 in /superset-frontend (#44298),https://github.com/apache/superset/commit/a01f5076195479b641f2b4da30c6ae5d4f414cc2
0db1b47de796b52b3da2c8013a7d32fb1b1e88cf,2026-09-16T16:07:24Z,sadpandajoe,False,other,test(dashboard): migrate native filter URL key E2E to Playwright (#41435),https://github.com/apache/superset/commit/0db1b47de796b52b3da2c8013a7d32fb1b1e88cf
134263e8d46224f67c417f3eb4a9f5042ef32bb4,2026-09-16T16:05:10Z,dependabot[bot],True,dependency,chore(deps-dev): bump ydb-sqlalchemy from 0.1.22 to 0.1.24 (#44329),https://github.com/apache/superset/commit/134263e8d46224f67c417f3eb4a9f5042ef32bb4
9df22ffad3559c6c49cfa838a341c4331af51ab1,2026-09-16T16:02:48Z,dependabot[bot],True,dependency,chore(deps): bump yeoman-generator from 8.3.1 to 8.4.0 in /superset-frontend (#44299),https://github.com/apache/superset/commit/9df22ffad3559c6c49cfa838a341c4331af51ab1
79ab1467b52637cec70491f6b234f2e371adde48,2026-09-16T16:02:43Z,dependabot[bot],True,dependency,chore(deps-dev): bump the typescript-eslint group across 1 directory with 2 updates (#44293),https://github.com/apache/superset/commit/79ab1467b52637cec70491f6b234f2e371adde48
96d57a9734977d1aaf09aa4f6f36f669111bd9e2,2026-09-16T16:02:39Z,dependabot[bot],True,dependency,chore(deps-dev): bump oxlint from 1.81.0 to 1.82.0 in /superset-frontend (#44301),https://github.com/apache/superset/commit/96d57a9734977d1aaf09aa4f6f36f669111bd9e2
55ee97bb36b48a7a39837d580592c1a5ae98f31b,2026-09-16T16:02:35Z,dependabot[bot],True,dependency,chore(deps): bump holidays from 0.103 to 0.104 (#44325),https://github.com/apache/superset/commit/55ee97bb36b48a7a39837d580592c1a5ae98f31b
8233b5e5ae07ff323de080825f245126463a5946,2026-09-16T16:02:28Z,dependabot[bot],True,dependency,chore(deps-dev): update teradatasql requirement from >=20.0.0.67 to >=20.0.0.68 (#44331),https://github.com/apache/superset/commit/8233b5e5ae07ff323de080825f245126463a5946
2db9d6d51c8623810a2dba5b796c5154147d7d76,2026-09-16T15:13:10Z,gabotorresruiz,False,fix,fix(theme): do not suppress a dashboard theme when the forwarded config equals the workspace default (#44173),https://github.com/apache/superset/commit/2db9d6d51c8623810a2dba5b796c5154147d7d76
2c135a5cdced7f5bcb246f0d66e7ad01d9566bd4,2026-09-16T14:46:37Z,villebro,False,other,test(semantic-layers): fix mypy call_args error on values endpoint test (#44187),https://github.com/apache/superset/commit/2c135a5cdced7f5bcb246f0d66e7ad01d9566bd4
7fbcc0825caf4df2f704bd13ac5f29479da48e06,2026-09-16T14:28:14Z,dependabot[bot],True,dependency,chore(deps): bump zizmorcore/zizmor-action from 0.6.3 to 0.6.4 (#44327),https://github.com/apache/superset/commit/7fbcc0825caf4df2f704bd13ac5f29479da48e06
2659660d90a19d3d2d9f7185b3fa2c834b85c91b,2026-09-16T14:27:43Z,dependabot[bot],True,dependency,chore(deps): bump apache/infrastructure-actions/allowlist-check from 1.0.1 to 1.0.2 (#44328),https://github.com/apache/superset/commit/2659660d90a19d3d2d9f7185b3fa2c834b85c91b
1432d7f0c0a4d5ae93edc819208fe303934526ad,2026-09-16T14:27:24Z,dependabot[bot],True,dependency,chore(deps): bump actions/setup-java from 6.0.0 to 6.0.1 (#44330),https://github.com/apache/superset/commit/1432d7f0c0a4d5ae93edc819208fe303934526ad
24a79c4bd38c84a2253420eaf4ed11bd55e4be36,2026-09-16T14:27:03Z,dependabot[bot],True,dependency,chore(deps): bump github/codeql-action/upload-sarif from 4.37.9 to 4.38.0 (#44332),https://github.com/apache/superset/commit/24a79c4bd38c84a2253420eaf4ed11bd55e4be36
d7516f1038867342e327eef89d3309aa308eb897,2026-09-16T14:26:38Z,dependabot[bot],True,dependency,chore(deps): bump github/codeql-action/analyze from 4.37.9 to 4.38.0 (#44333),https://github.com/apache/superset/commit/d7516f1038867342e327eef89d3309aa308eb897
23bc3de0ca3224101aa9f5f1f5d4f147a1161be1,2026-09-16T11:58:57Z,aminghadersohi,False,fix,"fix(ci): match migration conflicts on filename, not contents_url (#44318)",https://github.com/apache/superset/commit/23bc3de0ca3224101aa9f5f1f5d4f147a1161be1
0049f81407277e6065b90504181ce749637d3116,2026-09-16T09:44:48Z,aminghadersohi,False,feature,feat(mcp): add typed Gantt chart support (#43737),https://github.com/apache/superset/commit/0049f81407277e6065b90504181ce749637d3116
0f021023f3d96005b27feeedde6e49fda6f95449,2026-09-16T09:43:55Z,aminghadersohi,False,fix,fix(mcp): advertise typed tool outputs (#43828),https://github.com/apache/superset/commit/0f021023f3d96005b27feeedde6e49fda6f95449
5dd63ef95b2c3a2dd913371492c28598ed27930a,2026-09-16T07:11:50Z,dependabot[bot],True,dependency,chore(deps): bump antd from 6.6.2 to 6.6.3 in /superset-frontend (#44300),https://github.com/apache/superset/commit/5dd63ef95b2c3a2dd913371492c28598ed27930a
9976e08333c086861207afb01f8f2ea62c079931,2026-09-16T01:39:09Z,hainenber,False,other,chore(build): remove `ts-jest` usage for TS7 preparation (#44210),https://github.com/apache/superset/commit/9976e08333c086861207afb01f8f2ea62c079931
dd60cc27ff471432f26984b4564e9c6936417365,2026-09-16T00:22:32Z,rusackas,False,fix,fix(dashboard): include native filter names in filter_state GET response (#44043),https://github.com/apache/superset/commit/dd60cc27ff471432f26984b4564e9c6936417365
8da299f58c0ffc6caf1f2cb045d9fb8b01d1825c,2026-09-16T00:11:33Z,rusackas,False,other,docs(explore): document the Line chart Percent change control (#44129),https://github.com/apache/superset/commit/8da299f58c0ffc6caf1f2cb045d9fb8b01d1825c
8f76ff45cd482cee1b4253ebbfa65e59492d780d,2026-09-16T00:08:38Z,rusackas,False,other,refactor(frontend): consolidate stray antd wrappers into superset-ui-core (#44177),https://github.com/apache/superset/commit/8f76ff45cd482cee1b4253ebbfa65e59492d780d
b1380cf43d2cabdd0f5bde362788d071455409f1,2026-09-15T23:13:22Z,mikebridge,False,fix,fix(versioning): withhold related-record change detail from non-editors (#44319),https://github.com/apache/superset/commit/b1380cf43d2cabdd0f5bde362788d071455409f1
4f5cf799a2872c7ede001f9df4b19d00dc21fd14,2026-09-15T23:13:05Z,mikebridge,False,fix,fix(db): apply the configured default isolation level (set_db_default_isolation was a no-op) (#44247),https://github.com/apache/superset/commit/4f5cf799a2872c7ede001f9df4b19d00dc21fd14
